"respondentid","RCa10","WA01_c","WA02_c","WA03_c","WA04_c","WA07_c","WB01_c","WB04_c","WB05_c","WC03_c","WC04_c","WC05_c","WC06_c","WD01_c","WD02_c","WE01_c","WFa01_c","WFa02_c","WFa03_c","WFb02_c","WFc01_c","WFC02_c","WG01_c","WG02_c","WHb01_c","WHc01_c","WHc02_c","WHd01_c","RD01_c","ABo04_c","ABo05_c","ABo06_c","ABo07_c","ABo08_c","ABo09_c","ABo10_c","ABo11_c","ABo12_c","ABo13_c","ABo14_c","ABo15_c","CA02_c","CBa01_c","CBa02_c","CBb01_c","CCa02_c","CDa05_c","CDb01_c","CDd01_c","CDd04_c","CEa01_c","CFb01_c","EB01_c","EC01_c","ED01_c","EE01_c","KB01_c","KF03_c","MA01_c","MA04_c","MB01_c","MB02_c","MB03_c","SB01_c","SB02_c"
10609944,"No","female",76,"high school diploma or equivalent","$50,000 to less than $75,000",NA,"retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","yes, other household member",2,0,"married",NA,"florida (fl)","suburban","no",1,NA,"no",NA,NA,"bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"yes",NA,"much better","same","none of these","don't know","strongly oppose","keep troops until stable government","strongly oppose","strongly favor","not permitted under any circumstances","environment should be top priority","three hours but less than four",2,3,NA,5,NA,"republican","very conservative","some of the time","strongly disagree","strongly disagree",NA,NA
10610307,NA,"female",56,"some college, no degree","$50,000 to less than $75,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",1,0,"married",NA,"delaware (de)","rural","no",1,NA,"no",NA,NA,"kerry","somewhat liberal",4,0,3,0,NA,NA,7,6,7,NA,"yes",NA,"somewhat better","somewhat better","cut taxes","increase regulation","strongly favor","set withdrawal deadline","strongly favor","strongly favor","not permitted except for rape, incest, or life risk","more important to keep economy growing","less than one hour",0,1,NA,4,NA,"independent","moderate","some of the time","somewhat agree","strongly agree",NA,NA
10611373,"Yes","female",41,"some college, no degree","$100,000 to less than $150,000",NA,"homemaker",NA,"no union members in household","white or white hispanic","yes",NA,NA,"few times a year","catholic","no one in household has served",2,2,"married",NA,"florida (fl)","suburban","yes",1,"heterosexual or straight","no",NA,NA,"kerry","moderate",10,10,8,10,NA,NA,10,10,10,NA,"no",NA,"much better","somewhat worse","keep taxes as they are","increase regulation","strongly oppose","set withdrawal deadline","strongly favor","strongly oppose","available to anyone","more important to keep economy growing","none",0,0,"several hours per day",3,NA,"democrat","very liberal","some of the time","somewhat agree","strongly agree",NA,NA
10611409,"Don't know","male",34,"graduate or professional degree","$100,000 to less than $150,000",NA,"working full time","work for someone else","no union members in household","american indian","yes",NA,NA,"once a week","protestant","no one in household has served",1,2,"married",NA,"michigan (mi)","suburban","yes",1,NA,"no",NA,NA,"bush","somewhat liberal",6,8,4,8,NA,NA,7,6,6,NA,"no",NA,"somewhat better","somewhat better","keep taxes as they are","increase regulation","strongly oppose","keep troops until stable government","somewhat oppose","strongly oppose","available with stricter limits","more important to keep economy growing","four hours but less than five",0,7,"almost every day",5,NA,"republican","somewhat conservative","some of the time","strongly disagree","strongly disagree",NA,NA
10611672,"Yes","female",51,"some college, no degree","$25,000 to less than $35,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,0,"widowed",NA,"oklahoma (ok)","suburban","yes",1,"heterosexual or straight","no",NA,NA,"kerry","moderate",10,8,8,9,NA,NA,5,9,9,NA,"no",NA,"much better","somewhat better","cut taxes","increase regulation","somewhat favor","keep troops until stable government","somewhat favor","somewhat oppose","not permitted except for rape, incest, or life risk","more important to keep economy growing","four hours but less than five",2,0,"almost every day",2,NA,"democrat","moderate","some of the time","somewhat agree","strongly agree",NA,NA
10611679,"No","female",68,"some college, no degree","$35,000 to less than $50,000",NA,"retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","no one in household has served",2,0,"married",NA,"south dakota (sd)","rural","yes",1,NA,"yes","no",NA,"bush","somewhat liberal",4,5,4,4,NA,NA,6,2,3,NA,"no",NA,"same","somewhat better","none of these","increase competition","somewhat oppose","set withdrawal deadline","somewhat favor","somewhat favor","not permitted except for rape, incest, or life risk","more important to keep economy growing","three hours but less than four",0,7,"at least once per week",0,NA,"republican","moderate","some of the time","somewhat agree","somewhat agree",NA,NA
10611950,"Yes","female",42,"graduate or professional school after college, no degree","no answer",NA,"working part time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"once or twice a month","catholic","no one in household has served",1,3,"married",NA,"california (ca)","suburban","yes",1,NA,"no",NA,NA,"kerry","very liberal",7,10,8,9,NA,NA,8,10,8,NA,"no",NA,"somewhat better","same","raise taxes if necessary","increase regulation","strongly favor","withdraw as soon as possible","somewhat favor","somewhat oppose","available with stricter limits","environment should be top priority","one hour but less than two",0,2,"almost every day",4,NA,"democrat","somewhat liberal","some of the time","somewhat agree","somewhat agree",NA,NA
10612042,"No","male",38,"high school diploma or equivalent","$50,000 to less than $75,000",NA,"working full time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"few times a year","catholic","no one in household has served",2,2,"married",NA,"georgia (ga)","suburban","yes",1,"heterosexual or straight","yes","yes",NA,"bush","somewhat liberal",3,4,5,7,NA,NA,3,5,6,NA,"no",NA,"same","somewhat better","cut taxes","increase competition","strongly oppose","keep troops until stable government","somewhat oppose","strongly favor","available with stricter limits","more important to keep economy growing","less than one hour",4,5,"almost every day",7,NA,"independent","very conservative","some of the time","somewhat disagree","strongly agree",NA,NA
10612111,"No","female",24,"four-year college degree","$100,000 to less than $150,000",NA,"working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once or twice a month","protestant","no one in household has served",2,0,"married",NA,"texas (tx)","rural","yes",1,NA,"yes","no",NA,"bush","very liberal",7,4,5,4,NA,NA,3,2,3,NA,"yes",NA,"somewhat better","somewhat worse","keep taxes as they are","increase regulation","somewhat favor","set withdrawal deadline","somewhat oppose","somewhat favor","not permitted except for rape, incest, or life risk","environment should be top priority","two hours but less than three",2,0,"almost every day",4,NA,"republican","somewhat conservative","some of the time","somewhat disagree","strongly disagree",NA,NA
10612535,"Yes","female",68,"some college, no degree","$25,000 to less than $35,000",NA,"working part time","work for someone else","no union members in household","white or white hispanic","no","yes",32,"once a week","no denomination","no one in household has served",1,0,"divorced",NA,"missouri (mo)","suburban","yes",1,"heterosexual or straight","no",NA,NA,"bush","moderate",9,9,7,10,NA,NA,8,9,9,NA,"no",NA,"somewhat better","same","keep taxes as they are","increase regulation","somewhat oppose","set withdrawal deadline","strongly oppose","strongly favor","available with stricter limits","more important to keep economy growing","two hours but less than three",0,2,"almost every day",4,NA,"republican","somewhat conservative","never","strongly agree","strongly agree",NA,NA
10612999,"No","male",50,"four-year college degree","$100,000 to less than $150,000",NA,"working full time","work for someone else","no union members in household","asian","no","yes",30,"few times a year","other religion","no one in household has served",2,2,"married",NA,"california (ca)","urban","yes",2,NA,"no",NA,NA,"bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"no",NA,"same","somewhat worse","cut taxes","increase competition","strongly oppose","set withdrawal deadline","strongly oppose","strongly favor","not permitted under any circumstances","more important to keep economy growing","two hours but less than three",5,0,"almost every day",2,NA,"independent","very conservative","never","strongly disagree","strongly agree",NA,NA
10613157,"No","female",54,"some college, no degree","don't know",NA,"working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",2,0,"married",NA,"minnesota (mn)","suburban","yes",1,NA,"yes","no",NA,"bush","very liberal",2,5,0,2,NA,NA,5,5,0,NA,"no",NA,"somewhat worse","somewhat worse","cut taxes","increase regulation","don't know","keep troops until stable government","strongly favor","strongly favor","not permitted except for rape, incest, or life risk","neither","none",0,0,"rarely",5,NA,"republican","very conservative","some of the time","strongly disagree","strongly disagree",NA,NA
10613448,"Yes","male",78,"grade 8 or lower","less than $10,000",NA,"retired",NA,"no union members in household","black, african american, or black hispanic","yes",NA,NA,"once a week","no denomination","no one in household has served",1,0,"separated",NA,"pennsylvania (pa)","urban","no",1,NA,"no",NA,NA,"kerry","somewhat liberal",5,9,9,9,NA,NA,9,9,5,NA,"no",NA,"somewhat better","same","cut taxes","increase competition","strongly favor","set withdrawal deadline","don't know","don't know","available to anyone","environment should be top priority","none",0,0,NA,2,NA,"democrat","somewhat conservative","some of the time","strongly disagree","strongly disagree",NA,NA
10613795,"Yes","male",48,"high school diploma or equivalent","$35,000 to less than $50,000",NA,"working full time","work for someone else","no union members in household","hispanic, no race given","yes",NA,NA,"once or twice a month","catholic","no one in household has served",3,1,"married",NA,"texas (tx)","rural","yes",1,"heterosexual or straight","no",NA,NA,"kerry","moderate",10,10,10,10,NA,NA,10,10,10,NA,"no",NA,"somewhat worse","same","keep taxes as they are","increase regulation","somewhat oppose","keep troops until stable government","strongly favor","somewhat oppose","available with stricter limits","more important to keep economy growing","three hours but less than four",0,7,"at least once per week",0,NA,"democrat","somewhat conservative","always","somewhat disagree","somewhat disagree",NA,NA
10614261,"No","male",77,"high school diploma or equivalent","$35,000 to less than $50,000",NA,"retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","yes, respondent",2,0,"married",NA,"oregon (or)","rural","yes",3,"heterosexual or straight","yes","no",NA,"bush","very liberal",5,2,0,2,NA,NA,0,0,0,NA,"no",NA,"somewhat better","same","keep taxes as they are","increase regulation","somewhat favor","keep troops until stable government","strongly oppose","somewhat favor","not permitted under any circumstances","more important to keep economy growing","none",4,2,"several hours per day",6,NA,"democrat","very conservative","some of the time","strongly disagree","strongly agree",NA,NA
10614436,"Don't know","male",58,"four-year college degree","$50,000 to less than $75,000",NA,"retired",NA,"yes, respondent","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",1,0,"divorced",NA,"texas (tx)","suburban","yes",1,"heterosexual or straight","yes","yes",NA,"bush","somewhat liberal",5,6,4,5,NA,NA,5,5,4,NA,"no",NA,"somewhat better","somewhat better","none of these","increase regulation","somewhat favor","set withdrawal deadline","somewhat favor","somewhat oppose","available to anyone","more important to keep economy growing","five hours",0,0,"several hours per day",3,NA,"independent","moderate","some of the time","somewhat disagree","strongly disagree",NA,NA
